DateTime	wtr_0.250024232598373	wtr_0.500024232598373	wtr_0.750024232598373	wtr_1.00002423259837	wtr_1.25002423259837	wtr_1.50002423259837	wtr_1.75002423259837	wtr_2.00002423259837	wtr_2.25002423259837	wtr_2.50002423259837	wtr_2.75002423259837	wtr_3.00002423259837	wtr_3.25002423259837	wtr_3.50002423259837	wtr_3.75002423259837	wtr_4.00002423259837	wtr_4.25002423259837	wtr_4.50002423259837	wtr_4.75002423259837	wtr_5.00002423259837	wtr_5.25002423259837	wtr_5.50002423259837	wtr_5.75002423259837	wtr_6.00002423259837	wtr_6.25002423259837	wtr_6.50002423259837	wtr_6.75002423259837	wtr_7.00002423259837	wtr_7.25002423259837	wtr_7.50002423259837	wtr_7.75002423259837	wtr_8.00002423259837	wtr_8.25002423259837	wtr_8.50002423259837	wtr_8.75002423259837	wtr_9.00002423259837	wtr_9.25002423259837	wtr_9.50002423259837	wtr_9.75002423259837	wtr_10.0000242325984	wtr_10.2500242325984	wtr_10.5000242325984	wtr_10.7500242325984	wtr_11.0000242325984	wtr_11.2500242325984	wtr_11.5000242325984	wtr_11.7500242325984	wtr_12.0000242325984	wtr_12.2500242325984	wtr_12.5000242325984	wtr_12.7500242325984	wtr_13.0000242325984	wtr_13.2500242325984	wtr_13.5000242325984	wtr_13.7500242325984	wtr_14.0000242325984	wtr_14.2500242325984	wtr_14.5000242325984	wtr_14.7500242325984	wtr_15.0000242325984	wtr_15.2500242325984	wtr_15.5000242325984	wtr_15.7500242325984	wtr_16.0000242325984	wtr_16.2500242325984	wtr_16.5000242325984	wtr_16.7500242325984	wtr_17.0000242325984	wtr_17.2500242325984	wtr_17.5000242325984	wtr_17.7500242325984	wtr_18.0000242325984	wtr_18.2500242325984	wtr_18.5000242325984	wtr_18.7500242325984	wtr_19.0000242325984	wtr_19.2500242325984	wtr_19.5000242325984	wtr_19.7500242325984	wtr_20.0000242325984	wtr_20.2500242325984
1980-01-30	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.83299767278437	3.82877532983256	3.81098087233668	3.7931864148408	3.77539195734491	3.63098474277036	3.48547392668946	2.68099491743405	1.09593137467344	NA	NA
1980-01-31	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.89250087277997	3.81965015931646	3.74616445330583	2.98508955104198	1.40952694275561	NA	NA
1980-02-01	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.96237475669194	3.95285484084218	3.94325194604373	3.21127890296096	1.62361817865613	NA	NA
1980-02-02	3.98333130029295	3.98333130029295	3.98333130029295	3.98333130029295	3.98333130029295	3.98333130029295	3.98333130029295	3.98333130029295	3.98333130029295	3.98333130029295	3.98333130029295	3.98333130029295	3.98333130029295	3.98333130029295	3.98333130029295	3.98333130029295	3.98333130029295	3.98333647891256	3.98339642794498	3.98345637697739	3.98351632600981	3.98369034507114	3.98386559632595	3.98403633649589	3.98419404936803	3.98435176224016	3.98454508932973	3.98474774682026	3.98497718312264	3.98523159255073	3.98548738968671	3.98574522788624	3.98600306608577	3.98667717667559	3.98746954335981	3.9882025198786	3.98881678548748	3.98943570211496	3.99016799550392	3.99090028889289	3.99176114542745	3.9926419713052	3.99363652464832	3.9946592188303	3.99544009700884	3.99616988418543	3.99762125275285	4.00061865698521	4.00361606121757	4.00587102884964	4.00807142619874	4.0105418961699	4.01315725074739	4.01600884679484	4.01913346945954	4.02243016807331	4.02603522459225	4.02964028111119	4.03711497467784	4.04460517013704	4.05124948630983	4.0575674973942	4.06448216334317	4.07192948877094	4.07994954728099	4.08880797115928	4.09820554192715	4.10860685532587	4.11900963538374	4.1294151170878	4.14185180154144	4.16418927457206	4.18567574592365	4.19158001003823	4.19748427415282	4.22004869447832	4.24907324604407	3.50541705020358	1.84647746586303	NA	NA
1980-02-03	3.98943345952732	3.98943345952732	3.98943345952732	3.98943345952732	3.98943345952732	3.98943345952732	3.98943345952732	3.98943345952732	3.98943345952732	3.98943345952732	3.98943345952732	3.98943345952732	3.98943345952732	3.98943345952732	3.98942524851224	3.98938709333216	3.98939044065398	3.98953741587606	3.98968443297972	3.98984449443152	3.99000455588332	3.99033547717739	3.99082794969698	3.99124254660343	3.99143225108696	3.99162195557049	3.99243489119631	3.99341110421182	3.99432560013934	3.99518254054104	3.9957736058857	3.99597361783453	3.99617362978337	3.99807010543182	4.00044851833118	4.00261448747483	4.00435581743172	4.00610990415686	4.00817495955295	4.01024001494904	4.01266904513713	4.01515461048155	4.01790415460767	4.02071901791004	4.02149386909311	4.02183770553078	4.02450507157464	4.03215075286523	4.03979643415581	4.04541652295748	4.05088772745679	4.05698527028248	4.06341882192374	4.07039103697077	4.07798579067517	4.08465519975264	4.08966640306537	4.0946776063781	4.1114685970013	4.12830677783768	4.14319475047118	4.15733041379735	4.17273116190066	4.18926130563621	4.20705540693525	4.22669968640791	4.24742563231571	4.27016534243942	4.2905219384529	4.30648874066593	4.32758257358158	4.37366733712935	4.41808982525277	4.43207533447759	4.4460608437024	4.49539765581604	4.55844226594096	3.78354701672914	2.0160653255909	NA	NA
1980-02-04	3.99516418965817	3.99516418965817	3.99516418965817	3.99516418965817	3.99516418965817	3.99516418965817	3.99516418965817	3.99516418965817	3.99516418965817	3.99516418965817	3.99516418965817	3.99516418965817	3.99516418965817	3.99516418965817	3.99516418965817	3.99516418965817	3.99516418965817	3.99516418965817	3.99516418965817	3.99538772471392	3.99578267141818	3.9961787212804	3.99657581419943	3.9970018978111	3.99751170194638	3.99802150608166	3.99939002168794	4.0009835070654	4.0024434842501	4.00377895565384	4.00467535197716	4.00492594946874	4.00517654696032	4.00807008918587	4.0117144482545	4.01505424528319	4.01778527423337	4.02053505125321	4.02374184545728	4.02694863966134	4.0307101776885	4.03455788247622	4.03868187145247	4.04287422446726	4.04389851267006	4.04425345060997	4.04810177528998	4.05943491119192	4.07076804709386	4.07933472797726	4.08769806997206	4.0969361927849	4.10664360520393	4.1170551244781	4.12828038705012	4.13790297885567	4.14465360509659	4.1514042313375	4.17570411815929	4.20007430789285	4.22200219186215	4.24298793572808	4.2657485151929	4.29009356678919	4.31627306064414	4.34513780685709	4.37536781069489	4.40813954723429	4.43708457427811	4.4589806456938	4.48817120863659	4.55291766003112	4.61546587684778	4.63776347184771	4.66006106684764	4.73156337272723	4.82214526501028	4.011441293882	2.13311401022845	NA	NA
1980-02-05	4.00134264366847	4.00134264366847	4.00134264366847	4.00134264366847	4.00134264366847	4.00134264366847	4.00134264366847	4.00134264366847	4.00134264366847	4.00134264366847	4.00134264366847	4.00134264366847	4.00134264366847	4.00134264366847	4.00134264366847	4.00131155977728	4.00127568800099	4.00154821645094	4.00188025977537	4.00217446636019	4.00243965889219	4.00277317379817	4.0031712888062	4.00369342969548	4.00457373766447	4.00545404563346	4.00748844968368	4.00982520992696	4.01194158015531	4.01385242119213	4.01512898585768	4.01547264643038	4.01581630700309	4.01989163511577	4.02502706819616	4.02976252794091	4.03369850854167	4.03766004182927	4.04224446681767	4.04682889180607	4.05218276982255	4.05765616476214	4.06338652755802	4.06918047473968	4.07060111966668	4.07109777118204	4.07641461912501	4.09205905545061	4.10770349177622	4.1198183202755	4.13167371692867	4.14468240933872	4.15830980497181	4.17280375874521	4.18829920238298	4.2014885873087	4.21054554444599	4.21960250158327	4.25273314680439	4.28596023200722	4.31629748246079	4.34551995472024	4.37712077077586	4.41084483670684	4.44706268028428	4.48693090984354	4.5284519289025	4.57304998561629	4.6123070813537	4.64172590821349	4.68087936629723	4.76748280230351	4.85129052315207	4.88390749545467	4.91652446775727	5.01425734912409	5.1372395326618	4.29174526994845	2.29903670639641	NA	NA
1980-02-06	4.00753957482764	4.00753957482764	4.00753957482764	4.00753957482764	4.00753957482764	4.00753957482764	4.00753957482764	4.00753957482764	4.00753957482764	4.00753957482764	4.00753957482764	4.00753957482764	4.00753338913911	4.00749504884074	4.00745670854237	4.00745159117818	4.00745159117818	4.00772879350771	4.00805949016198	4.00844950559638	4.00888500798968	4.00934190185853	4.00981902177373	4.01049731424573	4.01175656116418	4.01301580808263	4.01571063317428	4.01878155862563	4.02154678437717	4.02402692365518	4.02570873879692	4.02621636570171	4.02672399260651	4.03226445058087	4.03923465254	4.07161082183508	4.15476922886557	4.23792763589606	4.27690514372022	4.27690514372022	4.27690514372022	4.27694257110055	4.27698380780061	4.27700718164429	4.27700718164429	4.27700718337703	4.27700720312472	4.27700722287241	4.27700722586297	4.27700722586297	4.27700722587124	4.27700722588293	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	4.27700722588705	NA	NA
1980-02-07	4.01454800629788	4.01454800629788	4.01454800629788	4.01454800629788	4.01454800629788	4.01454800629788	4.01452999455985	4.01450338986682	4.01447678517379	4.0144573597415	4.0144573597415	4.0144573597415	4.0144573597415	4.0144573597415	4.01447785683325	4.01452722742555	4.01457659801784	4.01499893413946	4.01549324490563	4.01610407910473	4.01680426606177	4.01744332018333	4.01802457204802	4.01890161146797	4.02063283844798	4.02236406542799	4.02594577775635	4.03001229001977	4.03369545334004	4.03702111680538	4.03967388812733	4.04133695864525	4.04300002916317	4.05564138657246	4.07140149353425	4.09731233614494	4.143512784898	4.18971323365107	4.21533148860566	4.22264482614433	4.229958163683	4.23283195358161	4.23523342727004	4.23767424821438	4.24016769989049	4.2432723906803	4.25331857161335	4.2633647525464	4.26759151651194	4.26759151651194	4.26759171883136	4.26759274435396	4.26759376987656	4.26759385494215	4.26759385494215	4.26759385501311	4.26759385511077	4.26759385514815	4.26759385514815	4.26759385514815	4.26759385514815	4.26759385514815	4.26759385514815	4.26759385514815	4.26759385514815	4.26759385514815	4.26759385514815	4.26759385514815	4.26759385514815	4.26759385514815	4.26759385514815	4.26759385514815	4.26759385514815	4.26759385514815	4.26759385514815	4.26759385514815	4.26759385514815	4.26759385514815	4.26759385514815	4.26759385514815	NA
1980-02-08	4.02321948221078	4.02321948221078	4.02321948221078	4.02321948221078	4.02321948221078	4.02321948221078	4.02321948221078	4.02321948221078	4.02321948221078	4.02321948221078	4.02321948221078	4.02321948221078	4.02321948221078	4.02321948221078	4.02321948221078	4.02377027483828	4.02440590664502	4.02465926639608	4.0248388555352	4.02587747355093	4.02757481399996	4.02876061527742	4.02946274655393	4.03060962892332	4.03304088192998	4.03547213493665	4.04637621674956	4.05950005504892	4.07262389334829	4.08279488317085	4.08508820547689	4.08738152778293	4.09110092052885	4.10735290736393	4.12360489419902	4.13985688103411	4.14048410688631	4.14048410688631	4.14048417560064	4.1404852598125	4.14048634402437	4.14048704453457	4.14048704453457	4.14048704453457	4.14048704459177	4.14048704466323	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	4.14048704470732	NA
