time,Volume,Vol Snow,Vol Blue Ice,Vol White Ice,Tot Inflow Vol,Tot Outflow Vol,Overflow Vol,Evaporation,Rain,Local Runoff,Snowfall,Lake Level,Surface Area,Blue Ice Thickness,Snow Thickness,Snow Density,White Ice Thickness,Albedo,Max Temp,Min Temp,Surface Temp,Daily Qsw,Daily Qe,Daily Qh,Daily Qlw,Light,Benthic Light,Surface Wave Height,Surface Wave Length,Surface Wave Period,LakeNumber,Max dT/dz,CD,CHE,z/L
2015-01-12 24:00:00,494249850.136100,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-54567.404162,    0.000000,    0.000000,    0.000000,   24.983765,39565595.057410,    0.000000,    0.000000,    0.000000,    0.000000,    0.099643,    0.115739,    0.108683,    0.108683,   95.869207,  -39.915523,  -95.552291, -142.719666,    0.000000,    0.000000,    0.168935,    4.092933,    1.619097,  137.657060,    0.443741,    0.001300,    0.001613,    0.000000
2015-01-13 24:00:00,494212356.642708,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-37543.555677,    0.000000,    0.000000,    0.000000,   24.982817,39564092.314774,    0.000000,    0.000000,    0.000000,    0.000000,    0.099575,    0.163420,    0.000000,    0.000000,   92.220962,  -27.464716,  -82.904182, -172.838927,    0.000000,    0.000000,    0.045283,    1.155319,    0.860214,   46.113933,    0.430744,    0.001300,    0.001613,    0.000000
2015-01-14 24:00:00,494171737.615014,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-40671.651521,    0.000000,    0.000000,    0.000000,   24.981789,39562464.300438,    0.000000,    0.000000,    0.000000,    0.000000,    0.099501,    0.181903,    0.036598,    0.036598,   66.535794,  -29.754415,  -78.748458, -136.916149,    0.000000,    0.000000,    0.103982,    2.575636,    1.284392,   28.736920,    0.437497,    0.001300,    0.001613,    0.000000
2015-01-15 24:00:00,494136109.890556,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-35672.499230,    0.000000,    0.000000,    0.000000,   24.980887,39561036.337991,    0.000000,    0.000000,    0.000000,    0.000000,    0.099422,    0.171981,    0.171981,    0.171981,   79.384123,  -26.097542,  -59.168110, -113.182261,    0.000000,    0.000000,    0.145325,    3.548673,    1.507608,    0.000000,    0.443751,    0.001300,    0.001613,    0.000000
2015-01-16 24:00:00,494112212.727881,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-23926.468508,    0.000000,    0.000000,    0.000000,   24.980282,39560078.537531,    0.000000,    0.000000,    0.000000,    0.000000,    0.099337,    0.175190,    0.139286,    0.139286,   74.495346,  -17.504569,  -33.273320, -107.966424,    0.000000,    0.000000,    0.145018,    3.541556,    1.506095,  129.051015,    0.444196,    0.001300,    0.001613,    0.000000
2015-01-17 24:00:00,494085431.976300,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-27168.941703,  356.031908,    0.000000,    0.000000,   24.979604,39559005.162564,    0.000000,    0.000000,    0.000000,    0.000000,    0.099246,    0.108361,    0.108361,    0.108361,   72.237165,  -19.877061,  -33.866428,  -96.508426,    0.000000,    0.000000,    0.238459,    5.653643,    1.902916,    0.000000,    0.443756,    0.001300,    0.001613,    0.000000
2015-01-18 24:00:00,494070176.939791,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-15273.023770,    0.000000,    0.000000,    0.000000,   24.979218,39558393.739309,    0.000000,    0.000000,    0.000000,    0.000000,    0.099150,    0.097108,    0.048555,    0.048555,   78.908130,  -11.174216,   -9.612805,  -99.235804,    0.000000,    0.000000,    0.125700,    3.090042,    1.406817,   16.169177,    0.443757,    0.001300,    0.001613,    0.000000
2015-01-19 24:00:00,494061248.128302,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-11138.657504, 2199.427850,    0.000000,    0.000000,   24.978992,39558035.871730,    0.000000,    0.000000,    0.000000,    0.000000,    0.099048,    0.142916,    0.134018,    0.134018,   69.498644,   -8.149693,  -10.067585, -105.747337,    0.000000,    0.000000,    0.160779,    3.905792,    1.581648,  146.421511,    0.427584,    0.001300,    0.001613,    0.000000
2015-01-20 24:00:00,494054456.449980,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-6819.326571,   19.778947,    0.000000,    0.000000,   24.978820,39557763.660643,    0.000000,    0.000000,    0.000000,    0.000000,    0.098940,    0.152518,    0.000000,    0.000000,   39.815154,   -4.989371,   -5.274607,  -53.308761,    0.000000,    0.000000,    0.087303,    2.175825,    1.180504,   28.445769,    0.438171,    0.001300,    0.001613,    0.000000
2015-01-21 24:00:00,494228998.616089,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-8567.797435,183322.660274,    0.000000,    0.000000,   24.983238,39564759.326586,    0.000000,    0.000000,    0.000000,    0.000000,    0.098826,    0.157042,    0.006551,    0.006551,   31.494227,   -6.267647,   -7.454306,  -58.959883,    0.000000,    0.000000,    0.046124,    1.175850,    0.867823,  111.163154,    0.446063,    0.001300,    0.001613,    0.000000
2015-01-22 24:00:00,494216605.471287,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-12409.579406,    0.000000,    0.000000,    0.000000,   24.982924,39564262.608211,    0.000000,    0.000000,    0.000000,    0.000000,    0.098707,    0.195241,    0.002897,    0.002897,   99.510367,   -9.077993,  -12.730801, -111.455463,    0.000000,    0.000000,    0.118002,    2.908563,    1.364881,    8.327437,    0.443744,    0.001300,    0.001613,    0.000000
2015-01-23 24:00:00,494190731.092146,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-25908.196983,    0.000000,    0.000000,    0.000000,   24.982269,39563225.560734,    0.000000,    0.000000,    0.000000,    0.000000,    0.098583,    0.171517,    0.165185,    0.165185,   88.890970,  -18.952508,  -25.899867, -127.699666,    0.000000,    0.000000,    0.218817,    5.218561,    1.828230,  102.656918,    0.154192,    0.001300,    0.001613,    0.000000
2015-01-24 24:00:00,494177771.661474,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-12976.109857,    0.000000,    0.000000,    0.000000,   24.981941,39562706.145571,    0.000000,    0.000000,    0.000000,    0.000000,    0.098453,    0.201090,    0.034383,    0.034383,   73.791641,   -9.492653,   -8.617660,  -93.176201,    0.000000,    0.000000,    0.067838,    1.704876,    1.044965,   18.702569,    0.434088,    0.001300,    0.001613,    0.000000
2015-01-25 24:00:00,494158099.126878,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-26775.289440, 7077.745330,    0.000000,    0.000000,   24.981443,39561917.668589,    0.000000,    0.000000,    0.000000,    0.000000,    0.098317,    0.162323,    0.145035,    0.145035,   72.633277,  -19.586507,  -18.336701,  -82.466464,    0.000000,    0.000000,    0.185509,    4.470396,    1.692109,   96.364648,    0.441033,    0.001300,    0.001613,    0.000000
2015-01-26 24:00:00,494222480.498599,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-24334.516141,88798.529052,    0.000000,    0.000000,   24.983073,39564498.079842,    0.000000,    0.000000,    0.000000,    0.000000,    0.098176,    0.162549,    0.063931,    0.063931,   29.420305,  -17.801178,  -31.417255, -110.987759,    0.000000,    0.000000,    0.129038,    3.168487,    1.424562,  152.155860,    0.379845,    0.001300,    0.001613,    0.000000
2015-01-27 24:00:00,494215098.094903,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-7396.119310,    3.956442,    0.000000,    0.000000,   24.982886,39564202.192428,    0.000000,    0.000000,    0.000000,    0.000000,    0.098030,    0.150730,    0.000000,    0.000000,   78.211801,   -5.410605,   -7.655224,  -66.622724,    0.000000,    0.000000,    0.037904,    0.974951,    0.790218,   40.550831,    0.434082,    0.001300,    0.001613,    0.000000
2015-01-28 24:00:00,494193631.905073,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-21494.259545,    0.000000,    0.000000,    0.000000,   24.982343,39563341.825581,    0.000000,    0.000000,    0.000000,    0.000000,    0.097878,    0.194773,    0.185940,    0.185940,   95.406334,  -15.723613,  -21.687475, -112.490837,    0.000000,    0.000000,    0.304608,    7.089283,    2.130868,   56.883724,    0.227424,    0.001300,    0.001613,    0.000000
2015-01-29 24:00:00,494171351.883324,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-22332.400621,   23.737760,    0.000000,    0.000000,   24.981779,39562448.840277,    0.000000,    0.000000,    0.000000,    0.000000,    0.097721,    0.152100,    0.152100,    0.152100,   74.542122,  -16.336431,   -9.924883,  -73.113602,    0.000000,    0.000000,    0.390442,    8.892636,    2.386551,    0.000000,    0.443748,    0.001300,    0.001613,    0.000000
2015-01-30 24:00:00,494128871.325561,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-42533.796839,    0.000000,    0.000000,    0.000000,   24.980704,39560746.215646,    0.000000,    0.000000,    0.000000,    0.000000,    0.097559,    0.133035,    0.029511,    0.029511,   68.511795,  -31.116477,  -45.376749, -109.664598,    0.454830,    0.000000,    0.086979,    2.168016,    1.178384,   33.730308,    0.436643,    0.001300,    0.001613,    0.000000
2015-01-31 24:00:00,494104882.970547,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-24017.596478,    0.000000,    0.000000,    0.000000,   24.980097,39559784.760188,    0.000000,    0.000000,    0.000000,    0.000000,    0.097392,    0.183265,    0.000000,    0.000000,  105.919530,  -17.571783,  -30.992287, -122.749141,    3.855942,    0.000000,    0.060150,    1.517889,    0.985997,   22.089744,    0.434099,    0.001300,    0.001613,    0.000000
2015-02-01 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,224948.895861,-53826.550742,813516.491561,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.097219,    0.107096,    0.107096,    0.107096,   79.168069,  -39.357059,  -67.652761,  -69.323133,    5.481685,    0.000000,    0.381443,    8.706742,    2.361475,    0.000000,    0.443670,    0.001300,    0.001613,    0.000000
2015-02-02 24:00:00,494597653.133385,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-62003.344951,21152.176991,    0.000000,    0.000000,   24.992568,39579535.033274,    0.000000,    0.000000,    0.000000,    0.000000,    0.097042,    0.129851,    0.060032,    0.060032,  113.183458,  -45.339101, -107.376572, -150.586707,    9.665267,    0.000000,    0.119232,    2.937648,    1.371688,   21.432493,    0.369272,    0.001300,    0.001613,    0.000000
2015-02-03 24:00:00,494638433.646691,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,36331.445796,-34671.066093,111915.222538,    0.000000,    0.000000,   24.993600,39581169.519968,    0.000000,    0.000000,    0.000000,    0.000000,    0.096859,    0.169031,    0.063641,    0.063641,   98.873360,  -25.352462,  -63.939956, -124.549156,   10.324710,    0.000000,    0.084265,    2.102637,    1.160480,   45.879613,    0.445759,    0.001300,    0.001613,    0.000000
2015-02-04 24:00:00,494624372.358788,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-41895.921804,27809.885309,    0.000000,    0.000000,   24.993244,39580605.942266,    0.000000,    0.000000,    0.000000,    0.000000,    0.096671,    0.138149,    0.129688,    0.129688,   82.733965,  -30.634163,  -62.091657,  -93.662781,   15.161472,    0.000000,    0.245952,    5.818686,    1.930491,   60.312703,    0.445001,    0.001300,    0.001613,    0.000000
2015-02-05 24:00:00,494565105.514527,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-59367.860837,    0.000000,    0.000000,    0.000000,   24.991744,39578230.521741,    0.000000,    0.000000,    0.000000,    0.000000,    0.096478,    0.134326,    0.134326,    0.134326,  120.728924,  -43.413101, -119.087751, -182.004745,   20.434043,    0.000000,    0.236371,    5.607741,    1.895175,    0.000000,    0.443714,    0.001300,    0.001613,    0.000000
2015-02-06 24:00:00,494521456.870269,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-43720.756165,    0.000000,    0.000000,    0.000000,   24.990639,39576481.080097,    0.000000,    0.000000,    0.000000,    0.000000,    0.096281,    0.133192,    0.032221,    0.032221,   70.170414,  -31.972572,  -81.411089, -118.392465,   15.131872,    0.000000,    0.114029,    2.814542,    1.342639,   23.932836,    0.421042,    0.001300,    0.001613,    0.000000
2015-02-07 24:00:00,494498192.511608,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-23301.990173,    0.000000,    0.000000,    0.000000,   24.990051,39575548.642479,    0.000000,    0.000000,    0.000000,    0.000000,    0.096079,    0.190289,    0.190289,    0.190289,  103.760157,  -17.041688,  -36.911899, -112.398602,   19.517472,    0.000000,    0.166527,    4.037837,    1.608162,    0.000000,    0.443719,    0.001300,    0.001613,    0.000000
2015-02-08 24:00:00,494489497.608798,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-13821.953073, 5113.124834,    0.000000,    0.000000,   24.989831,39575200.149981,    0.000000,    0.000000,    0.000000,    0.000000,    0.095871,    0.216378,    0.205719,    0.205719,   98.890191,  -10.107689,  -13.013505,  -82.752959,   27.485508,    0.000000,    0.180388,    4.354215,    1.669977,   88.510162,    0.420199,    0.001300,    0.001613,    0.000000
2015-02-09 24:00:00,494451106.776990,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-38451.401438,    0.000000,    0.000000,    0.000000,   24.988859,39573661.441939,    0.000000,    0.000000,    0.000000,    0.000000,    0.095660,    0.137359,    0.130439,    0.130439,  102.040499,  -28.120086,  -50.231993,  -92.067464,   31.890660,    0.000000,    0.127596,    3.134653,    1.416936,  214.255519,    0.614803,    0.001300,    0.001613,    0.000000
2015-02-10 24:00:00,494453111.759828,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-23864.878952,25872.669681,    0.000000,    0.000000,   24.988910,39573741.801834,    0.000000,    0.000000,    0.000000,    0.000000,    0.095443,    0.193691,    0.193691,    0.193691,  101.910302,  -17.453491,  -34.934536, -127.193426,   21.752784,    0.000000,    0.201893,    4.840156,    1.760699,    0.000000,    0.443723,    0.001300,    0.001613,    0.000000
2015-02-11 24:00:00,494420628.010678,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-38616.382922, 6082.467313,    0.000000,    0.000000,   24.988088,39572439.850205,    0.000000,    0.000000,    0.000000,    0.000000,    0.095222,    0.116710,    0.116710,    0.116710,   79.087631,  -28.241378,  -40.071658,  -66.109560,   32.152188,    0.000000,    0.389822,    8.879968,    2.384850,    0.000000,    0.443726,    0.001300,    0.001613,    0.000000
2015-02-12 24:00:00,494333494.701864,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-87262.633947,    0.000000,    0.000000,    0.000000,   24.985882,39568947.539238,    0.000000,    0.000000,    0.000000,    0.000000,    0.094997,    0.138562,   -0.000000,   -0.000000,  128.995511,  -63.825860, -139.638182, -148.628786,   40.877197,    0.000000,    0.119823,    2.951589,    1.374939,    8.135434,    0.434063,    0.001300,    0.001613,    0.000000
2015-02-13 24:00:00,494287698.020460,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-45861.527109,    0.000000,    0.000000,    0.000000,   24.984723,39567112.004068,    0.000000,    0.000000,    0.000000,    0.000000,    0.094767,    0.093902,    0.093902,    0.093902,   56.404757,  -33.546378,  -78.558928, -112.191634,   29.822012,    0.000000,    0.251018,    5.929699,    1.948820,    0.000000,    0.443738,    0.001300,    0.001613,    0.000000
2015-02-14 24:00:00,494184472.484145,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-103364.068784,    0.000000,    0.000000,    0.000000,   24.982111,39562974.715155,    0.000000,    0.000000,    0.000000,    0.000000,    0.094532,    0.103170,    0.103170,    0.103170,  111.211643,  -75.615353, -170.243949, -118.281458,   41.723959,    0.000000,    0.332843,    7.689335,    2.219217,    0.000000,    0.443747,    0.001300,    0.001613,    0.000000
2015-02-15 24:00:00,494134574.092699,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-49961.409039,    0.000000,    0.000000,    0.000000,   24.980848,39560974.783073,    0.000000,    0.000000,    0.000000,    0.000000,    0.094293,    0.135897,    0.000000,    0.000000,   82.624054,  -36.551556, -106.246924, -151.494467,   37.300618,    0.000000,    0.039484,    1.013593,    0.805726,   66.010811,    0.432579,    0.001300,    0.001613,    0.000000
2015-02-16 24:00:00,494107022.817409,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,-27584.968914,    0.000000,    0.000000,    0.000000,   24.980151,39559870.525446,    0.000000,    0.000000,    0.000000,    0.000000,    0.094051,    0.229916,    0.099007,    0.099007,  102.669627,  -20.182272,  -49.666060, -128.253043,   43.949420,    0.000000,    0.085081,    2.122279,    1.165887,   32.895032,    0.435581,    0.001300,    0.001613,    0.000000
2015-02-17 24:00:00,491861475.582411,    0.000000,2205441.456359,    0.000000,    0.000000,    0.000000,    0.000000,-45238.736767, 7745.731829,    0.000000,    0.000000,   24.923319,39469868.787386,    0.060934,    0.000000,    0.000000,    0.000000,    0.080000,    0.375425,    0.375425,    0.375425,   98.539975,  -32.727222,  -23.487336,  -94.688994,   31.360014,    0.000000,    0.117106,    2.887360,    1.359897,    0.000000,    0.443951,    0.001300,    0.001613,    0.000000
2015-02-18 24:00:00,490886319.902369,    0.000000,3123807.974797,    0.000000,    0.000000,    0.000000,    0.000000,-52761.129121,    0.000000,    0.000000,    0.000000,   24.898633,39430775.784852,    0.086393,    0.000000,  100.000000,    0.000000,    0.204254,    0.618747,    0.618747,    0.618747,   93.230503,  -37.989411,   -0.002336,  -94.428422,   29.124386,    0.000000,    0.117106,    2.887360,    1.359897,    0.000000,    0.444037,    0.001300,    0.001613,    0.000000
2015-02-19 24:00:00,489923424.402559,    0.000000,4043119.477901,    0.000000,    0.000000,    0.000000,    0.000000,-41405.625805,    0.000000,    0.000000,    0.000000,   24.874166,39392027.541508,    0.111928,    0.000000,  100.000000,    0.000000,    0.253996,    0.854273,    0.854273,    0.854273,  100.919689,  -29.842474,   -0.002750, -113.463028,   28.785454,    0.000000,    0.117106,    2.887360,    1.359897,    0.000000,    0.444121,    0.001300,    0.001613,    0.000000
2015-02-20 24:00:00,489161741.110353,    0.000000,4761769.783812,    0.000000,    0.000000,    0.000000,    0.000000,-39999.043208,    0.000000,    0.000000,    0.000000,   24.854811,39361376.354995,    0.131926,    0.000000,  100.000000,    0.000000,    0.281921,    1.020430,    1.020430,    1.020430,   71.230778,  -28.851150,   -0.002604,  -88.792212,   12.483292,    0.000000,    0.117106,    2.887360,    1.359897,    0.000000,    0.444188,    0.001300,    0.001613,    0.000000
2015-02-21 24:00:00,489124120.266272,    0.000000,4782503.280545,    0.000000,    0.000000,    0.000000,    0.000000,-16708.072199,    0.000000,    0.000000,    0.000000,   24.853855,39359862.440326,    0.132505,    0.000000,  100.000000,    0.000000,    0.298379,    1.090423,    0.833289,    0.833289,   80.129872,  -12.051929,   -0.001182,  -38.827054,   16.915495,    0.000000,    0.117106,    2.887360,    1.359897,   11.767929,    0.434910,    0.001300,    0.001613,    0.000000
2015-02-22 24:00:00,488528564.817514,    0.000000,5340258.917825,    0.000000,    0.000000,    0.000000,    0.000000,-34594.660560,    0.000000,    0.000000,    0.000000,   24.838722,39335896.467427,    0.148048,    0.000000,  100.000000,    0.000000,    0.298810,    1.235149,    1.235149,    1.235149,  101.786543,  -24.969154,   -0.001462,  -93.126711,   29.385485,    0.000000,    0.117106,    2.887360,    1.359897,    0.000000,    0.444244,    0.001300,    0.001613,    0.000000
2015-02-23 24:00:00,487810883.794053,    0.000000,6028768.125591,    0.000000,    0.000000,    0.000000,    0.000000,-24380.031343,    0.000000,    0.000000,    0.000000,   24.820485,39307015.992915,    0.167259,    0.000000,  100.000000,    0.000000,    0.309645,    1.417702,    1.417702,    1.417702,  114.277950,  -17.609539,   -0.002351, -123.104729,   33.583337,    0.000000,    0.117106,    2.887360,    1.359897,    0.000000,    0.444307,    0.001300,    0.001613,    0.000000
2015-02-24 24:00:00,487416826.592082,    0.000000,6381453.414381,    0.000000,    0.000000,    0.000000,    0.000000,-38302.090782,    0.000000,    0.000000,    0.000000,   24.810472,39291158.587458,    0.177115,    0.000000,  100.000000,    0.000000,    0.321442,    1.531189,    1.158308,    1.158308,   73.959099,  -27.676518,   -0.001477,  -65.684469,   27.259075,    0.000000,    0.117106,    2.887360,    1.359897,    3.671906,    0.435180,    0.001300,    0.001613,    0.000000
2015-02-25 24:00:00,487158460.518223,    0.000000,6623388.436224,    0.000000,    0.000000,    0.000000,    0.000000,-14255.947685,    0.000000,    0.000000,    0.000000,   24.803907,39280761.580198,    0.183879,    0.000000,  100.000000,    0.000000,    0.326961,    1.624937,    1.072780,    1.072780,   88.564798,   -9.160015,   -0.001205,  -78.002152,   26.980558,    0.000000,    0.117106,    2.887360,    1.359897,   23.476648,    0.435236,    0.001300,    0.001613,    0.000000
2015-02-26 24:00:00,486988257.761588, -197.047252,6758303.046549,    0.000000,    0.000000,    0.000000,    0.000000,-34351.137529,    0.000000,    0.000000,  307.709774,   24.799580,39273909.709375,    0.187657,   -0.000010,  500.000000,    0.000000,    0.330572,    1.676791,    1.353185,    1.353185,   84.907997,  -24.832520,   -0.001652,  -50.879436,   26.473629,    0.000000,    0.117106,    2.887360,    1.359897,    4.095977,    0.435236,    0.001300,    0.001613,    0.000000
2015-02-27 24:00:00,486794996.832249, -197.008074,6927524.696867,    0.000000,    0.000000,    0.000000,    0.000000,-23039.559314,    0.000000,    0.000000,    0.000000,   24.794649,39266101.200324,    0.192394,   -0.000010,  500.000000,    0.000000,    0.332532,    1.752242,    1.477376,    1.477376,  103.940016,  -16.658665,   -0.001726,  -74.499369,   34.816529,    0.000000,    0.117106,    2.887360,    1.359897,    7.908068,    0.435276,    0.001300,    0.001613,    0.000000
2015-02-28 24:00:00,486322854.242901, -196.912363,7381915.175434,    0.000000,    0.000000,    0.000000,    0.000000,-15001.008606,    0.000000,    0.000000,    0.000000,   24.782603,39247024.764672,    0.205113,   -0.000010,  500.000000,    0.000000,    0.334935,    1.877630,    1.582834,    1.582834,  111.539573,  -10.851694,   -0.001545, -114.704259,   30.319441,    0.000000,    0.117106,    2.887360,    1.359897,    8.792775,    0.435352,    0.001300,    0.001613,    0.000000
