Time,AirTemp,ShortWave,LongWave,SpecHumidity.kg_kg,RelHum,WindSpeed,Rain,SurfPressure.Pa
2015-01-02 05:00:00,-5.690009,0,251.49,0.0019777,77.80595,3.346296,0,98500.88
2015-01-02 06:00:00,-6.109991,0,217.55,0.0019815,80.53585,2.963781,0,98546.46
2015-01-02 07:00:00,-6.799994,0,217.55,0.0019396,83.27062,2.756882,0,98721.98
2015-01-02 08:00:00,-7.500006,0,217.55,0.0018976,86.14601,2.555191,0,98896.76
2015-01-02 09:00:00,-8.199988,0,187.53,0.0018554,89.0962,2.354103,0,99072.28
2015-01-02 10:00:00,-8.609991,0,187.53,0.001812,89.8718,2.110213,0,99104.68
2015-01-02 11:00:00,-9.019995,0,187.53,0.0017686,90.61276,1.960102,0,99137.62
2015-01-02 12:00:00,-9.419989,0,185.21,0.0017252,91.24253,1.92816,0,99169.91
2015-01-02 13:00:00,-9.000006,0,185.21,0.001725,88.29193,1.733494,0,99195.62
2015-01-02 14:00:00,-8.579993,48.472,185.21,0.0017244,85.42688,1.733263,0,99221.41
2015-01-02 15:00:00,-8.16001,186.944,198.94,0.0017238,82.66461,1.927537,0,99247.12
2015-01-02 16:00:00,-6.470007,284.192,198.94,0.0017529,73.70644,2.412986,0,99176.52
2015-01-02 17:00:00,-4.790015,362.575,198.95,0.0017823,65.88339,3.045866,0,99106.05
2015-01-02 18:00:00,-3.100012,373.119,228.54,0.0018118,58.9391,3.756182,0,99035.94
2015-01-02 19:00:00,-2.250006,339.883,228.55,0.0018307,55.89232,3.709515,0,99015.87
2015-01-02 20:00:00,-1.38999,282.86,228.55,0.0018501,52.996,3.710337,0,98995.78
2015-01-02 21:00:00,-0.5400146,180.528,229.93,0.0018693,50.29821,3.759495,0,98975.7
2015-01-02 22:00:00,-1.340002,61.968,229.93,0.0018982,54.16003,3.479598,0,98970.04
2015-01-02 23:00:00,-2.13996,0,229.93,0.0019272,58.33043,3.235012,0,98964.72
2015-01-03 00:00:00,-2.949988,0,225.87,0.001956,62.87284,3.037532,0,98959.1
2015-01-03 01:00:00,-3.600012,0,225.87,0.0020852,70.31472,2.991872,0,98888.94
2015-01-03 02:00:00,-4.239996,0,225.87,0.002214,78.28268,2.952372,0,98818.78
2015-01-03 03:00:00,-4.88999,0,235.45,0.0023432,86.96108,2.909983,0,98747.98
2015-01-03 04:00:00,-4.979956,0,235.45,0.0023735,88.67516,2.882933,0,98733.08
2015-01-03 05:00:00,-5.060004,0,235.45,0.0024038,90.34072,2.857761,0,98718.18
2015-01-03 06:00:00,-5.15,0,271.7,0.0024338,92.0809,2.834519,0,98702.64
2015-01-03 07:00:00,-4.810004,0,271.7,0.0025332,93.27257,2.902223,0.0092064,98566.14
2015-01-03 08:00:00,-4.470007,0,271.7,0.0026326,94.34097,2.990552,0.0035712,98429.73
2015-01-03 09:00:00,-4.130011,0,294.9901,0.002732,95.29222,3.083018,0.0141024,98293.23
2015-01-03 10:00:00,-3.919989,0,294.99,0.00277,95.03637,3.051033,0.0129024,98224.6
2015-01-03 11:00:00,-3.720007,0,294.99,0.0028076,94.82324,3.116103,0.0028512,98155.32
2015-01-03 12:00:00,-3.509985,0,302.17,0.0028455,94.53474,3.279085,0,98086.04
2015-01-03 13:00:00,-3.090002,0,302.17,0.0029178,93.90715,2.859545,0,98052.96
2015-01-03 14:00:00,-2.669989,25.352,302.17,0.0029899,93.23013,2.440082,0,98019.88
2015-01-03 15:00:00,-2.259985,78.768,307.53,0.0030619,92.57924,2.008482,0,97986.16
2015-01-03 16:00:00,-1.669989,119.808,307.53,0.0031909,92.28322,1.639817,0,97905.68
2015-01-03 17:00:00,-1.089972,152.939,307.53,0.0033199,91.92365,1.286313,8.64e-05,97824.36
2015-01-03 18:00:00,-0.5099854,144.789,308.85,0.0034487,91.44122,0.9900505,7.68e-05,97743.78
2015-01-03 19:00:00,-0.3700012,132.035,308.85,0.0035048,92.00198,0.8915716,0.0032832,97763.91
2015-01-03 20:00:00,-0.2299866,110.086,308.85,0.0035607,92.53807,0.9500526,0.00336,97783.96
2015-01-03 21:00:00,-0.07999268,58.368,306.37,0.0036163,92.98016,1.151086,0.0056064,97804.1
2015-01-03 22:00:00,-0.37995,20.464,306.37,0.0035902,94.37662,0.5556978,0,97830.7
2015-01-03 23:00:00,-0.6799988,0,306.36,0.0035639,95.78917,0.2385372,0,97857.1
2015-01-04 00:00:00,-0.9799866,0,284.56,0.0035378,97.22848,0.748131,0,97884.14
2015-01-04 01:00:00,-1.220007,0,284.56,0.0035059,98.0147,1.184567,0,97833.16
2015-01-04 02:00:00,-1.470007,0,284.56,0.0034744,98.88645,1.622745,0,97782.08
2015-01-04 03:00:00,-1.720007,0,298.65,0.0034426,99.75325,2.051853,0,97731.44
2015-01-04 04:00:00,-1.779974,0,298.65,0.0033705,98.04043,3.069609,0,97674.46
2015-01-04 05:00:00,-1.840002,0,298.65,0.0032984,96.31292,4.079216,0,97616.84
2015-01-04 06:00:00,-1.9,0,297.27,0.0032261,94.56525,5.099275,0,97559.76
2015-01-04 07:00:00,-2.370001,0,297.27,0.003093,93.89508,5.233593,0,97579.26
2015-01-04 08:00:00,-2.839972,0,297.27,0.0029603,93.08184,5.466187,0,97598.66
2015-01-04 09:00:00,-3.299994,0,289.42,0.0028273,92.02443,5.76642,0.0001728,97618.05
2015-01-04 10:00:00,-4.029974,0,289.42,0.002663,91.60449,6.541445,0.0058368,97669.46
2015-01-04 11:00:00,-4.750006,0,289.42,0.0024982,90.78298,7.314164,0.0217728,97720.86
2015-01-04 12:00:00,-5.479987,0,277.58,0.0023337,89.68599,8.090371,0.0057984,97772.16
2015-01-04 13:00:00,-6.41001,0,277.58,0.0021341,88.19599,8.542412,0,97923
2015-01-04 14:00:00,-7.340002,41.008,277.58,0.0019344,86.01464,8.988937,0,98073.2
2015-01-04 15:00:00,-8.269965,144.144,267.94,0.001735,83.05474,9.441001,0,98224.14
2015-01-04 16:00:00,-8.720007,219.328,267.94,0.0016681,82.80052,9.43441,0,98331.78
2015-01-04 17:00:00,-9.169989,280.093,267.93,0.0016017,82.45065,9.442415,0,98439.41
2015-01-04 18:00:00,-9.620001,281.537,240.31,0.0015354,81.97758,9.477152,0,98546.86
2015-01-04 19:00:00,-10.72999,256.982,240.31,0.0013956,81.49628,9.171636,0.0355968,98704.72
2015-01-04 20:00:00,-11.82999,214.632,240.31,0.0012558,80.20798,8.888869,0,98862.58
2015-01-04 21:00:00,-12.94001,157.84,174.62,0.001116,78.09052,8.637453,0,99020.34
2015-01-04 22:00:00,-14.35996,56.496,174.62,0.0010001,78.67997,8.527626,0,99137.94
2015-01-04 23:00:00,-15.78,0,174.62,0.0008845,78.34975,8.426986,0,99255.34
2015-01-05 00:00:00,-17.2,0,155.12,0.0007685,76.76101,8.320439,0,99372.1
2015-01-05 01:00:00,-17.95,0,155.12,0.0007173,76.47857,8.275899,0,99555.72
2015-01-05 02:00:00,-18.71,0,155.12,0.000666,75.89387,8.229277,0,99738.7
2015-01-05 03:00:00,-19.47001,0,150.9,0.0006145,74.8758,8.193485,0,99922.32
2015-01-05 04:00:00,-19.86001,0,150.9,0.0005965,75.161,7.55149,0,99915.41
2015-01-05 05:00:00,-20.25001,0,150.9,0.0005787,75.4135,6.923539,0,99908.41
2015-01-05 06:00:00,-20.64001,0,153.22,0.0005603,75.52345,6.289428,0,99901.52
2015-01-05 07:00:00,-20.64001,0,153.22,0.0005574,75.20793,5.993229,0,100002
2015-01-05 08:00:00,-20.64001,0,153.22,0.0005541,74.838,5.765848,0,100103.1
2015-01-05 09:00:00,-20.64001,0,156.57,0.0005513,74.53484,5.6257,0,100204.3
2015-01-05 10:00:00,-20.56,0,156.57,0.000552,74.05856,5.548018,0,100131.1
2015-01-05 11:00:00,-20.48,0,156.57,0.0005527,73.58546,5.469205,0,100057.8
2015-01-05 12:00:00,-20.4,0,184.68,0.0005531,73.07596,5.408919,0,99984.46
2015-01-05 13:00:00,-19.95,0,184.68,0.0005577,70.88138,5.619653,0,100001.9
2015-01-05 14:00:00,-19.51,49.648,184.68,0.000562,68.78122,5.830969,0,100019.3
2015-01-05 15:00:00,-19.06,177.52,190.31,0.0005667,66.73942,6.056278,0,100036.7
2015-01-05 16:00:00,-18.4,270.144,190.31,0.0005871,65.35359,5.364932,0,100040.7
2015-01-05 17:00:00,-17.74,345.144,190.31,0.0006072,63.90925,4.694007,0,100045.2
2015-01-05 18:00:00,-17.07999,385.263,193.64,0.0006277,62.48824,4.082401,0,100048.9
2015-01-05 19:00:00,-16.82001,352.021,193.64,0.0006424,62.56817,3.402484,0,100048
2015-01-05 20:00:00,-16.54999,294.542,193.64,0.0006573,62.58454,2.747817,0,100046.5
2015-01-05 21:00:00,-16.29001,187.296,190.44,0.000672,62.60643,2.144108,0,100045.6
2015-01-05 22:00:00,-16.59,68.432,190.44,0.0007076,67.4803,1.763888,0,99868.68
2015-01-05 23:00:00,-16.88999,0,190.44,0.0007431,72.54435,1.783928,0,99691.73
2015-01-06 00:00:00,-17.18999,0,230.05,0.0007783,77.78605,2.193285,0,99515.44
2015-01-06 01:00:00,-17.04999,0,230.05,0.0008105,79.97533,2.120495,0.0039744,99416.41
2015-01-06 02:00:00,-16.9,0,230.05,0.0008423,81.98926,2.214723,0.0149376,99316.86
2015-01-06 03:00:00,-16.75001,0,238.5,0.0008742,83.9457,2.450673,0.0182304,99218.12
2015-01-06 04:00:00,-16.52,0,238.5,0.0008982,84.65389,2.318124,0.0231264,99278.34
2015-01-06 05:00:00,-16.28,0,238.5,0.0009221,85.2298,2.272202,0.0160896,99338.3
2015-01-06 06:00:00,-16.04999,0,243.32,0.0009458,85.80946,2.316247,0.0073056,99398.91
2015-01-06 07:00:00,-15.97999,0,243.32,0.0009458,85.26296,2.107605,0,99344.04
2015-01-06 08:00:00,-15.91001,0,243.32,0.0009463,84.76586,1.914419,0,99289.91
2015-01-06 09:00:00,-15.82999,0,229.61,0.0009465,84.17419,1.752313,0,99235.05
2015-01-06 10:00:00,-16.03,0,229.61,0.0009449,85.51697,2.041593,0,99319.7
2015-01-06 11:00:00,-16.22999,0,229.61,0.0009434,86.89295,2.36546,0,99404.98
2015-01-06 12:00:00,-16.43,0,172.27,0.0009416,88.26492,2.711549,0,99489.62
2015-01-06 13:00:00,-16.32999,0,172.27,0.0009382,87.11953,3.321461,0,99382.23
2015-01-06 14:00:00,-16.22001,56.696,172.27,0.0009348,85.91677,3.977562,0,99274.86
2015-01-06 15:00:00,-16.12,201.024,157,0.0009318,84.83717,4.643889,0,99167.48
2015-01-06 16:00:00,-14.94999,305.888,157,0.0010171,84.04768,5.012884,0,99189.57
2015-01-06 17:00:00,-13.79001,390.944,157,0.0011023,82.82239,5.414471,0,99211.44
2015-01-06 18:00:00,-12.62,430.882,161.26,0.0011878,81.15996,5.842987,0,99233.32
2015-01-06 19:00:00,-12.35999,394.105,161.26,0.0012079,80.71182,6.313517,0,99104.82
2015-01-06 20:00:00,-12.10001,330.363,161.26,0.0012281,80.25389,6.794645,0,98975.78
2015-01-06 21:00:00,-11.84,201.52,172.32,0.0012483,79.78031,7.274957,0,98846.64
2015-01-06 22:00:00,-12.62,75.136,172.32,0.0011954,81.34903,7.035631,0,98831.12
2015-01-06 23:00:00,-13.4,0,172.32,0.0011422,82.79975,6.823548,0,98815.5
2015-01-07 00:00:00,-14.17997,0,212.98,0.0010893,84.15277,6.621933,0,98799.78
2015-01-07 01:00:00,-14.47001,0,212.98,0.0010452,82.76559,6.715609,0,98886.4
2015-01-07 02:00:00,-14.75999,0,212.98,0.001001,81.2527,7.242389,0,98973.02
2015-01-07 03:00:00,-15.04999,0,216.54,0.0009571,79.6418,8.110056,0,99059.54
2015-01-07 04:00:00,-15.94001,0,216.54,0.0008594,77.07007,8.081844,0,99155.33
2015-01-07 05:00:00,-16.82001,0,216.54,0.0007622,73.64713,8.23274,0,99251.64
2015-01-07 06:00:00,-17.71,0,166.41,0.0006647,69.29847,8.539895,0,99347.41
2015-01-07 07:00:00,-18.18,0,166.41,0.0006381,69.3298,8.512591,0,99488.84
2015-01-07 08:00:00,-18.65999,0,166.41,0.0006112,69.27761,8.528523,0,99630.9
2015-01-07 09:00:00,-19.13,0,173.17,0.0005846,69.07922,8.591682,0,99772.32
2015-01-07 10:00:00,-19.53,0,173.17,0.0005696,69.7531,8.666008,0,99906.73
2015-01-07 11:00:00,-19.92,0,173.17,0.0005552,70.40897,8.752285,0,100041.7
2015-01-07 12:00:00,-20.32,0,173.51,0.0005404,71.04003,8.834263,0,100176.1
2015-01-07 13:00:00,-20.15,0,173.51,0.0005514,71.49601,8.904572,0,100273.5
2015-01-07 14:00:00,-19.98,51.752,173.51,0.0005621,71.88946,8.970089,0,100370.9
2015-01-07 15:00:00,-19.81,181.904,172.91,0.0005728,72.26045,9.046906,0,100468.3
2015-01-07 16:00:00,-19.43999,276.736,172.91,0.0005826,71.21962,9.022444,0,100508
2015-01-07 17:00:00,-19.07,353.792,172.91,0.0005924,70.18124,9.000295,0,100547.4
2015-01-07 18:00:00,-18.68999,421.87,159.13,0.0006023,69.09908,8.970908,0,100587.4
2015-01-07 19:00:00,-18.54999,386.26,159.13,0.0006035,68.45995,8.486236,0,100654.6
2015-01-07 20:00:00,-18.40999,324.388,159.13,0.0006048,67.83825,8.060186,0,100721.2
2015-01-07 21:00:00,-18.27,204.16,149.71,0.0006065,67.26757,7.732762,0,100788.3
2015-01-07 22:00:00,-19.23,77.664,149.71,0.0005812,69.92342,7.211664,0,100717.5
2015-01-07 23:00:00,-20.18999,0,149.71,0.0005562,72.63687,6.715304,0,100646.5
2015-01-08 00:00:00,-21.15999,0,132.49,0.0005313,75.43732,6.238493,0,100575.4
2015-01-08 01:00:00,-21.63,0,132.49,0.0005236,77.4408,5.544844,0,100543.1
2015-01-08 02:00:00,-22.1,0,132.49,0.0005157,79.46339,4.911395,0,100510.7
2015-01-08 03:00:00,-22.57,0,134.39,0.0005081,81.58234,4.344422,0,100478.4
2015-01-08 04:00:00,-22.71,0,134.39,0.0005074,82.35684,4.446482,0,100320.9
2015-01-08 05:00:00,-22.84,0,134.39,0.0005068,83.08187,4.653869,0,100162.8
2015-01-08 06:00:00,-22.98,0,138.12,0.0005062,83.88912,4.961905,0,100005.4
2015-01-08 07:00:00,-23.25001,0,138.12,0.0004953,83.95693,4.710945,0,99862.49
2015-01-08 08:00:00,-23.51,0,138.12,0.0004841,83.86188,4.507238,0,99719.48
2015-01-08 09:00:00,-23.78,0,148.97,0.0004729,83.80111,4.375991,0,99575.94
2015-01-08 10:00:00,-23.72001,0,148.97,0.0004688,82.55045,4.853216,0,99479.66
2015-01-08 11:00:00,-23.67,0,148.97,0.000465,81.4381,5.441654,0,99384.02
2015-01-08 12:00:00,-23.62,0,198.5,0.0004612,80.33495,6.12263,0,99287.74
2015-01-08 13:00:00,-22.67,0,198.5,0.0005094,81.46191,6.595552,0,99188.4
2015-01-08 14:00:00,-21.71,53.216,198.5,0.0005574,81.8239,7.10682,0,99089.6
2015-01-08 15:00:00,-20.75001,155.536,234.66,0.0006058,81.69143,7.629214,0,98990.16
2015-01-08 16:00:00,-19.32999,236.528,234.66,0.0006996,83.18533,8.552766,0.005664,98684.86
2015-01-08 17:00:00,-17.92,302.443,234.67,0.0007939,83.43517,9.47779,0.0118416,98378.72
2015-01-08 18:00:00,-16.50001,274.991,251,0.0008881,82.55022,10.41338,1.92e-05,98073.02
2015-01-08 19:00:00,-15.81995,252.031,251,0.0009471,83.07766,10.06865,0.0115344,97958.68
2015-01-08 20:00:00,-15.13999,212.054,251,0.0010061,83.3122,9.791859,0.013224,97843.6
2015-01-08 21:00:00,-14.46,135.024,246.57,0.0010651,83.28786,9.602708,0.0093984,97728.62
2015-01-08 22:00:00,-14.03,52.4,246.57,0.0011129,83.94987,8.880659,0.0115776,97662.32
2015-01-08 23:00:00,-13.60001,0,246.57,0.001161,84.49329,8.320439,0.0113616,97595.18
2015-01-09 00:00:00,-13.16999,0,248.92,0.0012088,84.88461,7.955174,0,97528.58
2015-01-09 01:00:00,-12.91001,0,248.92,0.001188,81.78487,7.272194,0.005664,97653.8
2015-01-09 02:00:00,-12.66001,0,248.92,0.0011674,78.85552,7.67959,0,97779.66
2015-01-09 03:00:00,-12.41001,0,239.83,0.0011468,76.01054,9.017344,0,97905.41
2015-01-09 04:00:00,-13.13999,0,239.83,0.0010895,76.67034,9.047099,0,97976.55
2015-01-09 05:00:00,-13.87,0,239.83,0.0010321,77.14373,9.08529,0,98047.7
2015-01-09 06:00:00,-14.59,0,191.52,0.0009747,77.34613,9.135995,0,98119.48
2015-01-09 07:00:00,-15.13999,0,191.52,0.0009271,77.08187,9.042328,0,98241.58
2015-01-09 08:00:00,-15.69001,0,191.52,0.0008793,76.61553,8.943584,0,98363.68
2015-01-09 09:00:00,-16.24,0,182.69,0.0008314,75.93429,8.851147,0.005664,98485.68
2015-01-09 10:00:00,-16.72001,0,182.69,0.0007781,74.0776,8.267007,0,98614.55
2015-01-09 11:00:00,-17.2,0,182.69,0.0007249,71.94927,7.729094,0,98743.44
2015-01-09 12:00:00,-17.68,0,167.95,0.0006718,69.52792,7.237748,0,98872.32
2015-01-09 13:00:00,-17.65,0,167.95,0.0006802,70.22914,7.101697,0,98886.94
2015-01-09 14:00:00,-17.61001,55.296,167.95,0.0006886,70.86626,6.976568,0,98900.91
2015-01-09 15:00:00,-17.57,163.072,207.03,0.000697,71.49898,6.850066,0,98915.54
2015-01-09 16:00:00,-17.21,247.856,207.03,0.0006973,69.39875,7.214166,0,98930.08
2015-01-09 17:00:00,-16.84,316.97,207.03,0.0006975,67.30027,7.575804,0,98944.22
2015-01-09 18:00:00,-16.47001,343.172,219.97,0.0006977,65.27212,7.947836,0,98958.7
2015-01-09 19:00:00,-16.41001,314.824,219.97,0.0006996,65.15654,8.021627,0,99011.38
2015-01-09 20:00:00,-16.35999,265.371,219.97,0.0007019,65.13227,8.1241,1.44e-05,99064.05
2015-01-09 21:00:00,-16.29999,190.64,202.56,0.0007042,65.05313,8.245514,0,99116.73
2015-01-09 22:00:00,-16.75001,75.44,202.56,0.000698,67.02393,7.548099,0,99215.1
2015-01-09 23:00:00,-17.2,0,202.56,0.0006917,69.04948,6.856894,0,99313.8
2015-01-10 00:00:00,-17.65,0,180.25,0.0006857,71.17174,6.168152,0,99411.86
2015-01-10 01:00:00,-18.6,0,180.25,0.0006657,74.9305,5.644156,0,99445.78
2015-01-10 02:00:00,-19.54999,0,180.25,0.0006457,78.87095,5.126422,0,99479.8
2015-01-10 03:00:00,-20.50001,0,140.61,0.0006257,82.99693,4.630173,0,99513.72
2015-01-10 04:00:00,-21.62,0,140.61,0.0005791,84.63098,4.134114,0,99431.49
2015-01-10 05:00:00,-22.75001,0,140.61,0.0005329,85.96468,3.745184,0,99349.24
2015-01-10 06:00:00,-23.87,0,137.47,0.0004863,86.60371,3.490845,0,99267
2015-01-10 07:00:00,-24.28,0,137.47,0.0004696,86.77324,3.426544,0,99280.02
2015-01-10 08:00:00,-24.68,0,137.47,0.0004527,86.72797,3.481738,0,99292.4
2015-01-10 09:00:00,-25.09,0,139.93,0.0004362,86.73192,3.637485,0,99305.32
2015-01-10 10:00:00,-25.04999,0,139.93,0.0004331,85.74657,3.649658,0,99238.34
2015-01-10 11:00:00,-25.01,0,139.93,0.0004301,84.78798,3.675554,0,99171.36
2015-01-10 12:00:00,-24.97001,0,143.03,0.000427,83.81647,3.705523,0,99104.38
2015-01-10 13:00:00,-24.02,0,143.03,0.0004631,83.5054,4.196344,0,99169.06
2015-01-10 14:00:00,-23.07,62.712,143.03,0.0004996,82.81842,4.68856,0,99234.48
2015-01-10 15:00:00,-22.12,207.064,154.69,0.0005359,81.72749,5.186945,0,99299.16
2015-01-10 16:00:00,-19.42,314.48,154.69,0.0007215,86.92588,5.573831,0,99223.38
2015-01-10 17:00:00,-16.70997,402.208,154.69,0.0009073,86.77008,5.994606,0,99147.31
2015-01-10 18:00:00,-14.00999,413.772,195.9,0.0010931,83.50552,6.435907,0,99071.12
2015-01-10 19:00:00,-12.91001,379.969,195.9,0.0011989,83.63945,6.69269,0,98963.56
2015-01-10 20:00:00,-11.82001,320.883,195.9,0.0013045,83.24556,6.980351,0,98855.36
2015-01-10 21:00:00,-10.72001,131.52,267.69,0.0014105,82.33677,7.288409,0,98747.8
2015-01-10 22:00:00,-10.41999,53.056,267.69,0.0014506,82.70648,7.248835,0,98778.32
2015-01-10 23:00:00,-10.11997,0,267.69,0.0014907,83.01991,7.231549,0,98809.38
2015-01-11 00:00:00,-9.820013,0,266.33,0.0015313,83.3063,7.236712,0,98839.7
2015-01-11 01:00:00,-9.38999,0,266.33,0.0015924,83.71191,6.723243,0,98805.1
2015-01-11 02:00:00,-8.959998,0,266.33,0.0016535,84.00575,6.235543,0,98769.86
2015-01-11 03:00:00,-8.530005,0,211.19,0.0017148,84.20565,5.780138,0,98734.52
2015-01-11 04:00:00,-9.299994,0,211.19,0.001638,85.47225,5.215247,0,98771.41
2015-01-11 05:00:00,-10.07001,0,211.19,0.0015616,86.62362,4.656619,0,98807.78
2015-01-11 06:00:00,-10.84,0,200.12,0.0014849,87.5976,4.120012,0,98844.04
2015-01-11 07:00:00,-11.52,0,200.12,0.0014294,89.01886,4.024984,0,98826.32
2015-01-11 08:00:00,-12.19999,0,200.12,0.0013744,90.38862,3.922372,0,98808.6
2015-01-11 09:00:00,-12.87995,0,191.05,0.0013189,91.62763,3.830196,0,98791.41
2015-01-11 10:00:00,-13.32996,0,191.05,0.0012689,91.49238,3.745531,0,98849.5
2015-01-11 11:00:00,-13.77997,0,191.05,0.0012188,91.22155,3.665474,0,98908.12
2015-01-11 12:00:00,-14.22996,0,193.45,0.0011684,90.78685,3.594802,0,98966.1
2015-01-11 13:00:00,-13.25999,0,193.45,0.0012538,90.0946,3.365383,0,99075.14
2015-01-11 14:00:00,-12.29001,56.592,193.45,0.0013394,89.06593,3.153982,0,99184.72
2015-01-11 15:00:00,-11.31,198.648,202.99,0.0014249,87.66987,2.956248,0,99293.66
2015-01-11 16:00:00,-9.619971,301.424,202.99,0.001667,89.5916,2.418677,0,99199.28
2015-01-11 17:00:00,-7.919989,385.488,202.99,0.0019095,89.74648,1.874887,0,99104.8
2015-01-11 18:00:00,-6.229987,422.299,206.81,0.002152,88.68812,1.354732,0,99010.32
2015-01-11 19:00:00,-5.750006,388.19,206.81,0.0022088,87.73997,0.7632169,0,99002.05
2015-01-11 20:00:00,-5.280005,328.432,206.81,0.0022656,86.82331,0.4741308,0,98993.9
2015-01-11 21:00:00,-4.799994,211.312,204.46,0.002322,85.79387,0.8634813,0,98985.1
2015-01-11 22:00:00,-6.019995,86.848,204.46,0.002142,86.86669,0.85,0,99009.14
2015-01-11 23:00:00,-7.229987,0,204.46,0.0019616,87.3294,0.8993887,0,99032.54
2015-01-12 00:00:00,-8.449988,0,219.6,0.0017812,87.20338,0.9962429,0,99055.84
2015-01-12 01:00:00,-8.790015,0,219.6,0.001776,89.28544,1.47787,0,99048.23
2015-01-12 02:00:00,-9.13999,0,219.6,0.0017704,91.47422,1.986001,0,99040.54
2015-01-12 03:00:00,-9.489996,0,239.67,0.0017651,93.73999,2.502259,0,99033.28
2015-01-12 04:00:00,-9.859991,0,239.67,0.0017105,93.59213,2.815138,0,99097
2015-01-12 05:00:00,-10.22999,0,239.67,0.0016559,93.35792,3.144281,0,99160.72
2015-01-12 06:00:00,-10.60999,0,231.81,0.0016012,93.09987,3.488338,0,99224.34
2015-01-12 07:00:00,-10.77,0,231.81,0.0015668,92.27122,4.022996,0,99228.22
2015-01-12 08:00:00,-10.93995,0,231.81,0.001532,91.45675,4.553855,0,99232.73
2015-01-12 09:00:00,-11.10999,0,236.93,0.0014975,90.62324,5.097548,0,99237.16
2015-01-12 10:00:00,-11.63001,0,236.93,0.001427,90.13602,4.921544,0,99355.38
2015-01-12 11:00:00,-12.14997,0,236.93,0.0013562,89.42843,4.744734,0,99472.96
2015-01-12 12:00:00,-12.66999,0,184.53,0.0012854,88.50219,4.571083,0,99591.18
2015-01-12 13:00:00,-13.21,0,184.53,0.0012219,87.9438,4.933011,0,99640.76
2015-01-12 14:00:00,-13.75001,61.4,184.53,0.0011582,87.15576,5.31129,0,99690.23
2015-01-12 15:00:00,-14.29001,211.896,154.16,0.0010942,86.10839,5.691977,0,99740.36
2015-01-12 16:00:00,-13.74,321.168,154.16,0.0011253,84.69206,6.118889,0,99786.3
2015-01-12 17:00:00,-13.19001,410.709,154.16,0.0011561,83.23243,6.599947,0,99832.78
2015-01-12 18:00:00,-12.63999,455.126,156.85,0.0011869,81.75696,7.140875,0,99878.96
2015-01-12 19:00:00,-12.37,418.76,156.85,0.0012119,81.67004,6.749348,0,99871.58
