datetime,depth,temp
2015-6-25,0,23.510070052539405
2015-6-25,0.5,23.354851138353766
2015-6-25,1,23.180490367775832
2015-6-25,1.5,22.986987740805603
2015-6-25,2,21.65583187390543
2015-6-25,3,22.39509632224168
2015-6-25,4,22.183800350262697
2015-6-25,5,22.850367775831874
2015-6-25,6,21.087880910683012
2015-6-25,7,20.459316987740806
2015-6-25,8,19.51938704028021
2015-6-25,9,17.474886164623467
2015-6-25,10,15.933064798598949
2015-6-25,11,14.29201401050788
2015-6-25,12,13.438563922942206
2015-6-25,13,13.0269176882662
2015-6-25,14,12.62954465849387
2015-6-25,15,11.728721541155867
2015-6-25,16,11.163730297723292
2015-6-25,17,10.774430823117338
2015-6-25,18,10.396497373029773
2015-6-25,19,10.1
2015-6-25,20,10.021943957968476
2015-6-26,0,22.470562890896456
2015-6-26,0.5,22.512293259207784
2015-6-26,1,22.510729673384294
2015-6-26,1.5,22.504899235580265
2015-6-26,2,21.77143849895761
2015-6-26,3,22.447588603196664
2015-6-26,4,22.264072272411397
2015-6-26,5,22.49425295343989
2015-6-26,6,20.9807574704656
2015-6-26,7,20.229339819318973
2015-6-26,8,19.4438637943016
2015-6-26,9,17.68533703961084
2015-6-26,10,15.29273106323836
2015-6-26,11,14.04496872828353
2015-6-26,12,13.26653231410702
2015-6-26,13,12.70660875608061
2015-6-26,14,12.262953439888811
2015-6-26,15,11.58309937456567
2015-6-26,16,10.994753300903405
2015-6-26,17,10.623259207783184
2015-6-26,18,10.278776928422516
2015-6-26,19,10.037810979847116
2015-6-26,20,9.965726198749131
2015-6-27,0,22.86146527777778
2015-6-27,0.5,22.894909722222224
2015-6-27,1,22.855840277777776
2015-6-27,1.5,22.7856875
2015-6-27,2,21.97829861111111
2015-6-27,3,22.4503125
2015-6-27,4,22.208631944444445
2015-6-27,5,22.676805555555557
2015-6-27,6,21.64311111111111
2015-6-27,7,20.892041666666668
2015-6-27,8,20.013527777777778
2015-6-27,9,18.206847222222223
2015-6-27,10,15.984909722222222
2015-6-27,11,14.486493055555556
